,VendorID,PUDatetime,DODatetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,type,airport_fee,Airport_fee
3185,1,2023-01-01 00:07:31,2023-01-01 00:35:46,N,1.0,132,22,1.0,19.0,71.6,2.25,0.5,0.0,0.0,,1.0,75.35,2.0,,0.0,yellow_taxi,1.25,
3318,1,2023-01-01 00:07:32,2023-01-01 00:17:24,N,1.0,142,151,1.0,3.2,15.6,3.5,0.5,2.8,0.0,,1.0,23.4,1.0,,2.5,yellow_taxi,0.0,
1562,2,2023-01-01 00:07:32,2023-01-01 00:15:05,N,1.0,79,107,1.0,1.26,9.3,1.0,0.5,2.86,0.0,,1.0,17.16,1.0,,2.5,yellow_taxi,0.0,
3881,2,2023-01-01 00:07:35,2023-01-01 00:11:08,N,1.0,142,143,1.0,0.6,5.8,1.0,0.5,2.7,0.0,,1.0,13.5,1.0,,2.5,yellow_taxi,0.0,
3507,2,2023-01-01 00:07:36,2023-01-01 00:22:00,N,1.0,231,148,2.0,1.91,14.9,1.0,0.5,0.0,0.0,,1.0,19.9,2.0,,2.5,yellow_taxi,0.0,
2995110,1,2023-01-01 00:07:37,2023-01-01 00:38:03,,,144,239,,0.0,25.89,0.0,0.5,0.0,0.0,,1.0,29.89,0.0,,,yellow_taxi,,
1092,2,2023-01-01 00:07:38,2023-01-01 00:14:37,N,1.0,79,229,1.0,2.39,11.4,1.0,0.5,10.0,0.0,,1.0,26.4,1.0,,2.5,yellow_taxi,0.0,
1712,2,2023-01-01 00:07:39,2023-01-01 00:15:52,N,1.0,113,231,1.0,1.97,11.4,1.0,0.5,0.0,0.0,,1.0,16.4,2.0,,2.5,yellow_taxi,0.0,
3932,2,2023-01-01 00:07:40,2023-01-01 00:14:21,N,1.0,162,237,1.0,0.83,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
4154,2,2023-01-01 00:07:43,2023-01-01 00:32:33,N,1.0,263,223,1.0,6.25,30.3,1.0,0.5,10.59,0.0,,1.0,45.89,1.0,,2.5,yellow_taxi,0.0,
3705,1,2023-01-01 00:07:44,2023-01-01 00:13:13,N,1.0,148,4,1.0,0.8,6.5,3.5,0.5,2.9,0.0,,1.0,14.4,1.0,,2.5,yellow_taxi,0.0,
661,2,2023-01-01 00:07:44,2023-01-01 00:12:14,N,1.0,229,263,1.0,1.53,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
1402,2,2023-01-01 00:07:45,2023-01-01 00:26:57,N,1.0,234,79,1.0,2.48,18.4,1.0,0.5,1.5,0.0,,1.0,24.9,1.0,,2.5,yellow_taxi,0.0,
3273,2,2023-01-01 00:07:45,2023-01-01 00:16:07,N,1.0,148,79,1.0,1.05,9.3,1.0,0.5,2.86,0.0,,1.0,17.16,1.0,,2.5,yellow_taxi,0.0,
3000,2,2023-01-01 00:07:46,2023-01-01 00:13:59,N,1.0,234,233,1.0,0.91,7.9,1.0,0.5,2.0,0.0,,1.0,14.9,1.0,,2.5,yellow_taxi,0.0,
2684,2,2023-01-01 00:07:47,2023-01-01 00:23:18,N,1.0,211,246,2.0,3.33,18.4,1.0,0.5,0.0,0.0,,1.0,23.4,2.0,,2.5,yellow_taxi,0.0,
4572,2,2023-01-01 00:07:47,2023-01-01 00:20:06,N,1.0,186,170,2.0,1.18,12.1,1.0,0.5,0.0,0.0,,1.0,17.1,2.0,,2.5,yellow_taxi,0.0,
4709,1,2023-01-01 00:07:50,2023-01-01 00:25:42,N,1.0,246,143,1.0,2.5,15.6,3.5,0.5,4.1,0.0,,1.0,24.7,1.0,,2.5,yellow_taxi,0.0,
2948,1,2023-01-01 00:07:51,2023-01-01 00:16:57,N,1.0,234,249,2.0,1.3,9.3,3.5,0.5,2.85,0.0,,1.0,17.15,1.0,,2.5,yellow_taxi,0.0,
856,2,2023-01-01 00:07:51,2023-01-01 00:13:33,N,1.0,229,107,1.0,1.79,9.3,1.0,0.5,2.86,0.0,,1.0,17.16,1.0,,2.5,yellow_taxi,0.0,
3125,2,2023-01-01 00:07:53,2023-01-01 00:13:05,N,1.0,79,170,1.0,1.2,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
4478,2,2023-01-01 00:07:53,2023-01-01 00:12:12,N,1.0,148,211,1.0,0.57,6.5,1.0,0.5,1.0,0.0,,1.0,12.5,1.0,,2.5,yellow_taxi,0.0,
2682,2,2023-01-01 00:07:54,2023-01-01 00:35:52,N,1.0,132,80,1.0,18.37,69.5,1.0,0.5,23.0,0.0,,1.0,96.25,1.0,,0.0,yellow_taxi,1.25,
3167,1,2023-01-01 00:07:54,2023-01-01 00:24:00,N,1.0,140,113,2.0,4.0,19.8,3.5,0.5,4.96,0.0,,1.0,29.76,1.0,,2.5,yellow_taxi,0.0,
1518,2,2023-01-01 00:07:56,2023-01-01 00:17:30,N,1.0,229,148,2.0,3.66,16.3,1.0,0.5,4.26,0.0,,1.0,25.56,1.0,,2.5,yellow_taxi,0.0,
4050,2,2023-01-01 00:07:57,2023-01-01 00:12:41,N,1.0,162,107,2.0,0.98,7.2,1.0,0.5,3.05,0.0,,1.0,15.25,1.0,,2.5,yellow_taxi,0.0,
3522,2,2023-01-01 00:07:57,2023-01-01 00:12:02,N,1.0,107,164,2.0,0.6,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
1411,1,2023-01-01 00:07:57,2023-01-01 00:33:52,N,1.0,68,152,1.0,6.6,29.6,3.5,0.5,0.0,0.0,,1.0,34.6,1.0,,2.5,yellow_taxi,0.0,
450,1,2023-01-01 00:07:59,2023-01-01 00:29:34,N,1.0,148,246,1.0,2.6,17.0,3.5,0.5,10.0,0.0,,1.0,32.0,1.0,,2.5,yellow_taxi,0.0,
3991,1,2023-01-01 00:08:01,2023-01-01 00:19:22,N,1.0,48,141,1.0,3.0,14.9,3.5,0.5,0.0,0.0,,1.0,19.9,2.0,,2.5,yellow_taxi,0.0,
2995261,2,2023-01-01 00:08:01,2023-01-01 00:21:56,,,170,142,,2.86,20.37,0.0,0.5,4.39,0.0,,1.0,28.76,0.0,,,yellow_taxi,,
1477,2,2023-01-01 00:08:01,2023-01-01 00:34:35,N,1.0,186,236,2.0,3.53,25.4,1.0,0.5,6.08,0.0,,1.0,36.48,1.0,,2.5,yellow_taxi,0.0,
2145,2,2023-01-01 00:08:02,2023-01-01 00:25:27,N,1.0,234,145,3.0,3.23,19.1,1.0,0.5,6.13,6.55,,1.0,36.78,1.0,,2.5,yellow_taxi,0.0,
1350,1,2023-01-01 00:08:02,2023-01-01 00:26:34,N,1.0,75,212,1.0,7.2,30.3,1.0,0.5,0.0,0.0,,1.0,32.8,2.0,,0.0,yellow_taxi,0.0,
2383,2,2023-01-01 00:08:02,2023-01-01 00:15:30,N,1.0,161,236,2.0,1.74,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
4871,1,2023-01-01 00:08:03,2023-01-01 00:17:31,N,1.0,162,234,1.0,1.7,11.4,3.5,0.5,0.0,0.0,,1.0,16.4,3.0,,2.5,yellow_taxi,0.0,
2292,2,2023-01-01 00:08:04,2023-01-01 00:15:46,N,1.0,234,170,1.0,1.11,8.6,1.0,0.5,15.0,0.0,,1.0,28.6,1.0,,2.5,yellow_taxi,0.0,
150,2,2023-01-01 00:08:04,2023-01-01 00:33:29,N,1.0,234,186,1.0,1.46,21.9,1.0,0.5,5.38,0.0,,1.0,32.28,1.0,,2.5,yellow_taxi,0.0,
4225,2,2023-01-01 00:08:04,2023-01-01 00:26:06,N,1.0,161,148,2.0,4.9,24.7,1.0,0.5,5.94,0.0,,1.0,35.64,1.0,,2.5,yellow_taxi,0.0,
1004,2,2023-01-01 00:08:04,2023-01-01 00:27:12,N,1.0,79,263,2.0,4.24,21.2,1.0,0.5,5.24,0.0,,1.0,31.44,1.0,,2.5,yellow_taxi,0.0,
2013,2,2023-01-01 00:08:04,2023-01-01 00:14:17,N,1.0,142,143,4.0,0.95,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
2634,1,2023-01-01 00:08:05,2023-01-01 00:19:21,N,1.0,144,158,1.0,2.2,12.1,3.5,0.5,2.0,0.0,,1.0,19.1,1.0,,2.5,yellow_taxi,0.0,
41,2,2023-01-01 00:08:05,2023-01-01 00:13:26,N,1.0,41,75,6.0,1.05,5.5,0.5,0.5,1.36,0.0,,0.3,8.16,1.0,1.0,0.0,green_taxi,,
307,2,2023-01-01 00:08:06,2023-01-01 00:16:23,N,1.0,249,246,1.0,2.18,11.4,1.0,0.5,4.92,0.0,,1.0,21.32,1.0,,2.5,yellow_taxi,0.0,
4766,2,2023-01-01 00:08:08,2023-01-01 00:23:18,N,1.0,132,95,1.0,8.69,34.5,1.0,0.5,7.4,0.0,,1.0,45.65,1.0,,0.0,yellow_taxi,1.25,
2838,2,2023-01-01 00:08:10,2023-01-01 00:12:55,N,1.0,79,107,1.0,0.75,6.5,1.0,0.5,0.0,0.0,,1.0,11.5,2.0,,2.5,yellow_taxi,0.0,
550,2,2023-01-01 00:08:12,2023-01-01 00:26:22,N,1.0,114,140,1.0,5.61,26.8,1.0,0.5,6.36,0.0,,1.0,38.16,1.0,,2.5,yellow_taxi,0.0,
4239,2,2023-01-01 00:08:15,2023-01-01 00:19:56,N,1.0,164,125,1.0,2.62,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
3962,1,2023-01-01 00:08:15,2023-01-01 00:15:51,N,1.0,24,239,1.0,1.4,10.7,3.5,0.5,0.0,0.0,,1.0,15.7,2.0,,2.5,yellow_taxi,0.0,
400,1,2023-01-01 00:08:16,2023-01-01 00:28:49,N,1.0,140,40,1.0,8.6,35.9,3.5,0.5,0.0,0.0,,1.0,40.9,2.0,,2.5,yellow_taxi,0.0,
2597,2,2023-01-01 00:08:17,2023-01-01 00:31:03,N,1.0,249,246,2.0,2.57,21.2,1.0,0.5,5.24,0.0,,1.0,31.44,1.0,,2.5,yellow_taxi,0.0,
4493,2,2023-01-01 00:08:17,2023-01-01 00:41:34,N,1.0,132,25,1.0,12.52,52.7,1.0,0.5,8.28,0.0,,1.0,63.48,1.0,,0.0,yellow_taxi,0.0,
1876,2,2023-01-01 00:08:17,2023-01-01 00:18:12,N,1.0,161,234,1.0,1.11,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
2995071,2,2023-01-01 00:08:18,2023-01-01 00:16:33,,,107,79,,0.92,12.8,0.0,0.5,3.0,0.0,,1.0,19.8,0.0,,,yellow_taxi,,
2523,2,2023-01-01 00:08:18,2023-01-01 00:44:37,N,1.0,100,148,2.0,4.34,32.4,1.0,0.5,0.0,0.0,,1.0,37.4,2.0,,2.5,yellow_taxi,0.0,
2926,2,2023-01-01 00:08:19,2023-01-01 00:26:57,N,1.0,144,162,1.0,3.18,19.1,1.0,0.5,4.82,0.0,,1.0,28.92,1.0,,2.5,yellow_taxi,0.0,
959,2,2023-01-01 00:08:20,2023-01-01 00:26:44,N,1.0,239,226,5.0,5.43,24.7,1.0,0.5,7.42,0.0,,1.0,37.12,1.0,,2.5,yellow_taxi,0.0,
3128,2,2023-01-01 00:08:22,2023-01-01 00:28:17,N,1.0,236,107,1.0,3.37,21.2,1.0,0.5,5.24,0.0,,1.0,31.44,1.0,,2.5,yellow_taxi,0.0,
743,2,2023-01-01 00:08:22,2023-01-01 00:12:33,N,1.0,263,239,1.0,1.1,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
2466,2,2023-01-01 00:08:23,2023-01-01 00:41:20,N,5.0,60,265,1.0,25.84,100.0,0.0,0.0,8.03,15.97,,1.0,125.0,1.0,,0.0,yellow_taxi,0.0,
612,1,2023-01-01 00:08:24,2023-01-01 00:28:36,N,1.0,79,43,3.0,5.3,23.3,3.5,0.5,8.45,0.0,,1.0,36.75,1.0,,2.5,yellow_taxi,0.0,
4257,2,2023-01-01 00:08:26,2023-01-01 00:20:50,N,1.0,170,87,2.0,4.8,21.2,1.0,0.5,5.0,0.0,,1.0,31.2,1.0,,2.5,yellow_taxi,0.0,
3039,2,2023-01-01 00:08:26,2023-01-01 00:37:49,N,1.0,264,61,1.0,13.83,54.1,1.0,0.5,11.82,0.0,,1.0,70.92,1.0,,2.5,yellow_taxi,0.0,
1967,2,2023-01-01 00:08:26,2023-01-01 00:11:51,N,1.0,125,249,2.0,0.36,5.1,1.0,0.5,2.02,0.0,,1.0,12.12,1.0,,2.5,yellow_taxi,0.0,
3358,2,2023-01-01 00:08:27,2023-01-01 00:13:35,N,1.0,229,141,1.0,0.91,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
796,2,2023-01-01 00:08:28,2023-01-01 00:14:58,N,1.0,236,262,1.0,1.03,8.6,1.0,0.5,1.75,0.0,,1.0,15.35,1.0,,2.5,yellow_taxi,0.0,
2278,1,2023-01-01 00:08:29,2023-01-01 00:25:41,N,1.0,141,129,1.0,10.5,43.6,3.5,0.5,0.0,0.0,,1.0,48.6,2.0,,2.5,yellow_taxi,0.0,
806,2,2023-01-01 00:08:31,2023-01-01 00:22:41,N,1.0,162,137,1.0,0.89,13.5,1.0,0.5,2.0,0.0,,1.0,20.5,1.0,,2.5,yellow_taxi,0.0,
2985,2,2023-01-01 00:08:31,2023-01-01 00:14:47,N,1.0,141,162,1.0,1.61,9.3,1.0,0.5,1.0,0.0,,1.0,15.3,1.0,,2.5,yellow_taxi,0.0,
271,1,2023-01-01 00:08:31,2023-01-01 00:16:39,N,1.0,161,229,2.0,0.7,8.6,3.5,0.5,0.0,0.0,,1.0,13.6,2.0,,2.5,yellow_taxi,0.0,
1267,2,2023-01-01 00:08:32,2023-01-01 00:19:17,N,1.0,162,75,2.0,2.67,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
3557,2,2023-01-01 00:08:32,2023-01-01 00:16:33,N,1.0,239,50,1.0,1.85,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
2112,2,2023-01-01 00:08:33,2023-01-01 00:23:51,N,1.0,237,186,1.0,2.72,17.0,1.0,0.5,5.0,0.0,,1.0,27.0,1.0,,2.5,yellow_taxi,0.0,
288,2,2023-01-01 00:08:33,2023-01-01 00:10:54,N,1.0,263,141,1.0,0.92,5.8,1.0,0.5,0.0,0.0,,1.0,10.8,2.0,,2.5,yellow_taxi,0.0,
69,1,2023-01-01 00:08:33,2023-01-01 00:10:20,N,1.0,148,79,4.0,0.3,3.7,3.5,0.5,1.7,0.0,,1.0,10.4,1.0,,2.5,yellow_taxi,0.0,
4872,2,2023-01-01 00:08:34,2023-01-01 00:44:34,N,1.0,132,181,4.0,26.74,97.5,1.0,0.5,20.0,0.0,,1.0,121.25,1.0,,0.0,yellow_taxi,1.25,
1902,2,2023-01-01 00:08:35,2023-01-01 00:17:43,N,1.0,234,137,1.0,1.2,10.0,1.0,0.5,0.0,0.0,,1.0,15.0,1.0,,2.5,yellow_taxi,0.0,
1270,1,2023-01-01 00:08:35,2023-01-01 00:17:08,N,1.0,142,239,1.0,1.1,7.9,3.5,0.5,5.0,0.0,,1.0,17.9,1.0,,2.5,yellow_taxi,0.0,
4726,2,2023-01-01 00:08:36,2023-01-01 00:17:40,N,1.0,141,239,1.0,1.88,12.1,1.0,0.5,4.28,0.0,,1.0,21.38,1.0,,2.5,yellow_taxi,0.0,
1246,2,2023-01-01 00:08:36,2023-01-01 00:23:13,N,1.0,113,141,1.0,4.43,19.8,1.0,0.5,3.72,0.0,,1.0,28.52,1.0,,2.5,yellow_taxi,0.0,
2068,1,2023-01-01 00:08:36,2023-01-01 00:12:54,N,1.0,162,137,1.0,1.0,7.2,3.5,0.5,3.65,0.0,,1.0,15.85,1.0,,2.5,yellow_taxi,0.0,
2515,2,2023-01-01 00:08:37,2023-01-01 00:14:38,N,1.0,87,13,2.0,1.34,9.3,1.0,0.5,1.0,0.0,,1.0,15.3,1.0,,2.5,yellow_taxi,0.0,
3697,2,2023-01-01 00:08:39,2023-01-01 00:15:56,N,1.0,148,79,1.0,0.95,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
2074,2,2023-01-01 00:08:39,2023-01-01 00:39:24,N,1.0,158,141,3.0,4.91,28.9,1.0,0.5,6.78,0.0,,1.0,40.68,1.0,,2.5,yellow_taxi,0.0,
3868,2,2023-01-01 00:08:40,2023-01-01 00:27:03,N,1.0,246,229,1.0,3.16,19.1,1.0,0.5,6.03,0.0,,1.0,30.13,1.0,,2.5,yellow_taxi,0.0,
4788,1,2023-01-01 00:08:40,2023-01-01 00:24:29,N,1.0,166,159,1.0,3.1,18.4,1.0,0.5,0.0,0.0,,1.0,20.9,1.0,,0.0,yellow_taxi,0.0,
4260,2,2023-01-01 00:08:42,2023-01-01 00:22:44,N,1.0,132,39,4.0,8.9,34.5,1.0,0.5,0.0,0.0,,1.0,38.25,2.0,,0.0,yellow_taxi,1.25,
11,2,2023-01-01 00:08:43,2023-01-01 00:17:08,N,1.0,75,140,1.0,1.99,11.4,1.0,0.5,3.33,0.0,,1.0,19.98,1.0,1.0,2.75,green_taxi,,
2236,1,2023-01-01 00:08:44,2023-01-01 00:18:25,N,1.0,41,75,1.0,1.2,9.3,1.0,0.5,0.0,0.0,,1.0,11.8,4.0,,0.0,yellow_taxi,0.0,
4708,2,2023-01-01 00:08:45,2023-01-01 00:34:41,N,1.0,114,61,1.0,5.7,30.3,1.0,0.5,0.0,0.0,,1.0,35.3,2.0,,2.5,yellow_taxi,0.0,
2388,2,2023-01-01 00:08:48,2023-01-01 00:38:56,N,1.0,48,68,1.0,1.07,23.3,1.0,0.5,4.24,0.0,,1.0,32.54,1.0,,2.5,yellow_taxi,0.0,
3436,2,2023-01-01 00:08:48,2023-01-01 00:18:24,N,1.0,170,140,1.0,2.23,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
4511,1,2023-01-01 00:08:49,2023-01-01 00:26:15,N,1.0,170,43,0.0,1.5,16.3,3.5,0.5,0.0,0.0,,1.0,21.3,2.0,,2.5,yellow_taxi,0.0,
191,1,2023-01-01 00:08:50,2023-01-01 00:22:13,N,1.0,142,50,3.0,1.9,14.2,3.5,0.5,5.0,0.0,,1.0,24.2,1.0,,2.5,yellow_taxi,0.0,
4773,2,2023-01-01 00:08:50,2023-01-01 00:11:42,N,1.0,249,90,6.0,0.69,5.8,1.0,0.5,2.16,0.0,,1.0,12.96,1.0,,2.5,yellow_taxi,0.0,
2361,2,2023-01-01 00:08:51,2023-01-01 00:23:00,N,1.0,170,43,2.0,1.83,14.2,1.0,0.5,0.0,0.0,,1.0,19.2,2.0,,2.5,yellow_taxi,0.0,
3496,2,2023-01-01 00:08:52,2023-01-01 00:14:17,N,1.0,229,237,1.0,1.16,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
4691,2,2023-01-01 00:08:52,2023-01-01 00:38:14,N,1.0,107,107,1.0,3.72,26.8,1.0,0.5,0.0,0.0,,1.0,31.8,1.0,,2.5,yellow_taxi,0.0,
599,2,2023-01-01 00:08:53,2023-01-01 00:17:08,N,1.0,79,231,1.0,1.41,10.7,1.0,0.5,2.36,0.0,,1.0,18.06,1.0,,2.5,yellow_taxi,0.0,
4525,2,2023-01-01 00:08:54,2023-01-01 00:16:26,N,1.0,263,233,3.0,2.45,12.1,1.0,0.5,0.0,0.0,,1.0,17.1,2.0,,2.5,yellow_taxi,0.0,
4101,1,2023-01-01 00:08:54,2023-01-01 00:13:12,N,1.0,262,236,1.0,0.7,6.5,3.5,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
431,2,2023-01-01 00:08:59,2023-01-01 00:24:23,N,1.0,262,79,1.0,5.38,24.0,1.0,0.5,5.8,0.0,,1.0,34.8,1.0,,2.5,yellow_taxi,0.0,
2651,1,2023-01-01 00:09:00,2023-01-01 00:17:28,Y,1.0,79,170,1.0,1.7,10.0,3.5,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
3243,2,2023-01-01 00:09:00,2023-01-01 00:18:42,N,1.0,163,164,2.0,1.5,11.4,1.0,0.5,0.0,0.0,,1.0,16.4,2.0,,2.5,yellow_taxi,0.0,
3961,2,2023-01-01 00:09:01,2023-01-01 00:27:43,N,1.0,132,39,1.0,9.35,37.3,1.0,0.5,0.0,0.0,,1.0,41.05,2.0,,0.0,yellow_taxi,1.25,
3863,1,2023-01-01 00:09:02,2023-01-01 00:31:45,N,2.0,132,233,3.0,16.7,70.0,3.75,0.5,16.35,6.55,,1.0,98.15,1.0,,2.5,yellow_taxi,1.25,
1457,1,2023-01-01 00:09:02,2023-01-01 00:16:29,Y,1.0,237,262,2.0,1.8,10.0,3.5,0.5,0.0,0.0,,1.0,15.0,2.0,,2.5,yellow_taxi,0.0,
792,2,2023-01-01 00:09:03,2023-01-01 00:33:10,N,1.0,138,186,2.0,9.19,39.4,6.0,0.5,0.0,6.55,,1.0,57.2,2.0,,2.5,yellow_taxi,1.25,
2513,2,2023-01-01 00:09:05,2023-01-01 00:52:02,N,5.0,132,265,2.0,33.25,220.0,0.0,0.0,68.27,6.55,,1.0,297.07,1.0,,0.0,yellow_taxi,1.25,
3431,2,2023-01-01 00:09:06,2023-01-01 00:38:25,N,1.0,68,263,1.0,4.44,29.6,1.0,0.5,6.92,0.0,,1.0,41.52,1.0,,2.5,yellow_taxi,0.0,
4633,1,2023-01-01 00:09:07,2023-01-01 00:44:25,N,1.0,246,140,1.0,4.3,32.4,3.5,0.5,9.3,0.0,,1.0,46.7,1.0,,2.5,yellow_taxi,0.0,
988,2,2023-01-01 00:09:08,2023-01-01 00:14:48,N,1.0,79,170,1.0,1.39,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
3157,2,2023-01-01 00:09:09,2023-01-01 00:34:51,N,1.0,231,141,2.0,5.24,27.5,1.0,0.5,6.5,0.0,,1.0,39.0,1.0,,2.5,yellow_taxi,0.0,
3197,2,2023-01-01 00:09:09,2023-01-01 00:14:45,N,1.0,114,231,2.0,1.31,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
3285,2,2023-01-01 00:09:10,2023-01-01 00:16:46,N,1.0,237,236,2.0,1.57,10.0,1.0,0.5,0.0,0.0,,1.0,15.0,2.0,,2.5,yellow_taxi,0.0,
2005,2,2023-01-01 00:09:10,2023-01-01 00:21:22,N,1.0,234,87,1.0,4.48,20.5,1.0,0.5,5.1,0.0,,1.0,30.6,1.0,,2.5,yellow_taxi,0.0,
681,1,2023-01-01 00:09:10,2023-01-01 00:22:53,N,1.0,90,246,2.0,1.6,12.1,3.5,0.5,3.4,0.0,,1.0,20.5,1.0,,2.5,yellow_taxi,0.0,
1472,2,2023-01-01 00:09:11,2023-01-01 00:19:49,N,1.0,161,161,2.0,0.22,10.0,1.0,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
3771,2,2023-01-01 00:09:12,2023-01-01 00:26:45,N,1.0,141,114,1.0,5.97,27.5,1.0,0.5,9.5,0.0,,1.0,42.0,1.0,,2.5,yellow_taxi,0.0,
1803,1,2023-01-01 00:09:13,2023-01-01 00:39:32,Y,1.0,142,164,2.0,3.2,21.9,3.5,0.5,0.0,0.0,,1.0,26.9,2.0,,2.5,yellow_taxi,0.0,
3765,2,2023-01-01 00:09:14,2023-01-01 00:22:48,N,1.0,249,224,1.0,1.79,13.5,1.0,0.5,3.7,0.0,,1.0,22.2,1.0,,2.5,yellow_taxi,0.0,
6,1,2023-01-01 00:09:14,2023-01-01 00:26:39,N,1.0,181,45,2.0,3.8,19.1,3.75,1.5,4.85,0.0,,1.0,29.2,1.0,1.0,2.75,green_taxi,,
4965,2,2023-01-01 00:09:14,2023-01-01 00:33:35,N,1.0,158,141,2.0,4.25,24.7,1.0,0.5,5.94,0.0,,1.0,35.64,1.0,,2.5,yellow_taxi,0.0,
1574,2,2023-01-01 00:09:14,2023-01-01 00:20:08,N,1.0,137,43,1.0,2.41,13.5,1.0,0.5,3.7,0.0,,1.0,22.2,1.0,,2.5,yellow_taxi,0.0,
4236,2,2023-01-01 00:09:15,2023-01-01 00:28:04,N,1.0,186,114,1.0,2.03,17.0,1.0,0.5,1.0,0.0,,1.0,23.0,1.0,,2.5,yellow_taxi,0.0,
2830,2,2023-01-01 00:09:15,2023-01-01 00:29:02,N,1.0,43,68,3.0,2.85,19.8,1.0,0.5,5.0,0.0,,1.0,29.8,1.0,,2.5,yellow_taxi,0.0,
1827,2,2023-01-01 00:09:15,2023-01-01 00:17:56,N,1.0,79,170,2.0,1.73,10.7,1.0,0.5,4.71,0.0,,1.0,20.41,1.0,,2.5,yellow_taxi,0.0,
4870,2,2023-01-01 00:09:15,2023-01-01 00:10:10,N,1.0,141,141,3.0,0.0,3.0,1.0,0.5,0.0,0.0,,1.0,8.0,2.0,,2.5,yellow_taxi,0.0,
1598,2,2023-01-01 00:09:16,2023-01-01 00:10:43,N,1.0,68,68,3.0,0.21,3.0,0.5,0.5,0.0,0.0,,0.3,6.8,2.0,,2.5,yellow_taxi,0.0,
96,2,2023-01-01 00:09:16,2023-01-01 00:30:17,N,1.0,138,95,1.0,6.22,31.0,6.0,0.5,0.0,0.0,,1.0,39.75,2.0,,0.0,yellow_taxi,1.25,
296,1,2023-01-01 00:09:18,2023-01-01 00:28:25,N,1.0,107,236,1.0,3.6,21.2,3.5,0.5,7.85,0.0,,1.0,34.05,1.0,,2.5,yellow_taxi,0.0,
4624,2,2023-01-01 00:09:18,2023-01-01 00:26:47,N,1.0,132,91,1.0,7.57,31.0,1.0,0.5,0.0,0.0,,1.0,35.45,1.0,,0.0,yellow_taxi,0.0,
3921,2,2023-01-01 00:09:19,2023-01-01 00:19:58,N,1.0,43,163,2.0,0.99,10.7,1.0,0.5,3.92,0.0,,1.0,19.62,1.0,,2.5,yellow_taxi,0.0,
1021,2,2023-01-01 00:09:19,2023-01-01 00:13:48,N,1.0,237,237,1.0,0.84,7.2,1.0,0.5,0.0,0.0,,1.0,12.2,2.0,,2.5,yellow_taxi,0.0,
1821,1,2023-01-01 00:09:19,2023-01-01 00:24:49,N,1.0,107,261,2.0,4.6,22.6,3.5,0.5,2.0,0.0,,1.0,29.6,1.0,,2.5,yellow_taxi,0.0,
1532,2,2023-01-01 00:09:19,2023-01-01 00:18:25,N,1.0,234,229,2.0,2.23,12.1,1.0,0.5,0.0,0.0,,1.0,17.1,2.0,,2.5,yellow_taxi,0.0,
877,1,2023-01-01 00:09:21,2023-01-01 00:45:14,N,1.0,161,113,1.0,2.6,28.2,3.5,0.5,6.65,0.0,,1.0,39.85,1.0,,2.5,yellow_taxi,0.0,
2029,2,2023-01-01 00:09:22,2023-01-01 00:22:52,N,1.0,263,87,1.0,7.22,29.6,1.0,0.5,6.92,0.0,,1.0,41.52,1.0,,2.5,yellow_taxi,0.0,
6,2,2023-01-01 00:09:22,2023-01-01 00:19:49,N,1.0,239,143,1.0,1.66,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
